,Age,Gender,Education Level,Job Title,Years of Experience,Salary
5435,41.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0
5460,28.0,Female,PhD,Data Scientist,5.0,100000.0
5463,41.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0
5488,28.0,Female,PhD,Data Scientist,5.0,100000.0
5491,41.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0
5514,31.0,Female,PhD,Data Scientist,8.0,140000.0
5528,31.0,Female,PhD,Data Scientist,8.0,140000.0
5542,31.0,Female,PhD,Data Scientist,8.0,140000.0
5556,31.0,Female,PhD,Data Scientist,8.0,140000.0
5570,31.0,Female,PhD,Data Scientist,8.0,140000.0
5584,31.0,Female,PhD,Data Scientist,8.0,140000.0
5598,31.0,Female,PhD,Data Scientist,8.0,140000.0
5612,31.0,Female,PhD,Data Scientist,8.0,140000.0
5642,31.0,Female,PhD,Data Scientist,8.0,140000.0
5649,31.0,Female,PhD,Data Scientist,8.0,140000.0
5663,31.0,Female,PhD,Data Scientist,8.0,140000.0
5677,31.0,Female,PhD,Data Scientist,8.0,140000.0
5691,31.0,Female,PhD,Data Scientist,8.0,140000.0
5705,31.0,Female,PhD,Data Scientist,8.0,140000.0
5719,31.0,Female,PhD,Data Scientist,8.0,140000.0
5733,31.0,Female,PhD,Data Scientist,8.0,140000.0
5747,31.0,Female,PhD,Data Scientist,8.0,140000.0
5754,30.0,Female,PhD,Data Scientist,6.0,100000.0
5774,31.0,Female,PhD,Data Scientist,8.0,140000.0
5781,31.0,Female,PhD,Data Scientist,8.0,140000.0
5795,31.0,Female,PhD,Data Scientist,8.0,140000.0
5809,31.0,Female,PhD,Data Scientist,8.0,140000.0
5823,31.0,Female,PhD,Data Scientist,8.0,140000.0
5837,31.0,Female,PhD,Data Scientist,8.0,140000.0
5851,31.0,Female,PhD,Data Scientist,8.0,140000.0
5865,31.0,Female,PhD,Data Scientist,8.0,140000.0
5882,30.0,Male,PhD,Data Scientist,6.0,100000.0
5902,31.0,Female,PhD,Data Scientist,8.0,140000.0
5909,31.0,Female,PhD,Data Scientist,8.0,140000.0
5923,31.0,Female,PhD,Data Scientist,8.0,140000.0
5937,31.0,Female,PhD,Data Scientist,8.0,140000.0
5951,31.0,Female,PhD,Data Scientist,8.0,140000.0
5965,31.0,Female,PhD,Data Scientist,8.0,140000.0
5979,31.0,Female,PhD,Data Scientist,8.0,140000.0
5993,31.0,Female,PhD,Data Scientist,8.0,140000.0
6009,31.0,Male,PhD,Data Scientist,7.0,110000.0
6029,32.0,Female,PhD,Data Scientist,9.0,145000.0
6036,32.0,Female,PhD,Data Scientist,9.0,145000.0
6050,32.0,Female,PhD,Data Scientist,9.0,145000.0
6064,32.0,Female,PhD,Data Scientist,9.0,145000.0
6078,32.0,Female,PhD,Data Scientist,9.0,145000.0
6092,32.0,Female,PhD,Data Scientist,9.0,145000.0
6106,32.0,Female,PhD,Data Scientist,9.0,145000.0
6120,32.0,Female,PhD,Data Scientist,9.0,145000.0
6137,35.0,Female,Master's Degree,Data Scientist,10.0,145000.0
6146,32.0,Female,PhD,Data Scientist,9.0,145000.0
6160,32.0,Female,PhD,Data Scientist,9.0,145000.0
6174,32.0,Female,PhD,Data Scientist,9.0,145000.0
6188,32.0,Female,PhD,Data Scientist,9.0,145000.0
6202,32.0,Female,PhD,Data Scientist,9.0,145000.0
6216,32.0,Female,PhD,Data Scientist,9.0,145000.0
6230,32.0,Female,PhD,Data Scientist,9.0,145000.0
6244,32.0,Female,PhD,Data Scientist,9.0,145000.0
6258,32.0,Female,PhD,Data Scientist,9.0,145000.0
